"STAT_ID","COLLECTION_DATE_NOTIME","State","Watershed","Lake","STAID","Site","Lat","Lon","CAS_NUM","PARAM_SYNONYM","PARAM_CODE","DESCR","CLASS","RESULT","LAB_QUAL","UNIT","DETECT_LIMIT","DETECT_LIMIT_CODE"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"TOTAL_SOLIDS","TOTAL_SOLIDS","TOTAL_SOLIDS","Total Solids","SOLIDS",66.6,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"TOC","TOC","TOC","Total Organic Carbon","TOC",1.81,"*","PCT",0.05,"RDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"GRAVEL_MED_4.75MM","GRAVEL_MED_4.75MM","GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)","GS_P",13.37,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"GRAVEL_FINE_2MM","GRAVEL_FINE_2MM","GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)","GS_P",4.29,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"SAND_VCOARSE_0.85MM","SAND_VCOARSE_0.85MM","SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)","GS_P",5.97,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"SAND_COARSE_0.425MM","SAND_COARSE_0.425MM","SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)","GS_P",3.68,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"SAND_MED_0.25MM","SAND_MED_0.25MM","SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)","GS_P",5.26,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"SAND_FINE_0.106MM","SAND_FINE_0.106MM","SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)","GS_P",16.86,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"SAND_VFINE_0.075MM","SAND_VFINE_0.075MM","SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)","GS_P",5.95,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"75.0_UM","75.0_UM","75.0_UM","75.0 um","GS_P",3.79,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"31.3_UM","31.3_UM","31.3_UM","31.3 um","GS_P",11.55,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"15.6_UM","15.6_UM","15.6_UM","15.6 um","GS_P",7.9,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"7.8_UM","7.8_UM","7.8_UM","7.8 um","GS_P",7.62,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"3.9_UM","3.9_UM","3.9_UM","3.9 um","GS_P",5.63,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"1.95_UM","1.95_UM","1.95_UM","1.95 um","GS_P",4.16,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"0.98_UM","0.98_UM","0.98_UM","0.98 um","GS_P",5.01,NA,"PCT",NA,NA
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"92-52-4","Biphenyl","Biphenyl","Biphenyl","CON",0.42,"J","NG/G_DRY",0.33,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"83-32-9","Acenaphthene","83-32-9","Acenaphthene","PAH",2.41,NA,"NG/G_DRY",0.21,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"208-96-8","Acenaphthylene","208-96-8","Acenaphthylene","PAH",1.33,"J","NG/G_DRY",0.45,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"120-12-7","Anthracene","120-12-7","Anthracene","PAH",6.01,NA,"NG/G_DRY",0.31,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"56-55-3","Benzo(a)anthracene","56-55-3","Benzo(a)anthracene","PAH",75.56,NA,"NG/G_DRY",0.43,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"50-32-8","Benzo(a)pyrene","50-32-8","Benzo(a)pyrene","PAH",126.64,NA,"NG/G_DRY",1.18,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"205-99-2","Benzo(b)fluoranthene","205-99-2","Benzo(b)fluoranthene","PAH",191.58,NA,"NG/G_DRY",0.56,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"192-97-2","Benzo(e)pyrene","192-97-2","Benzo(e)pyrene","PAH",136.55,NA,"NG/G_DRY",0.58,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"191-24-2","Benzo(g,h,i)perylene","191-24-2","Benzo(g,h,i)perylene","PAH",132.99,NA,"NG/G_DRY",0.73,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"207-08-9","Benzo(k)fluoranthene","207-08-9","Benzo(k)fluoranthene","PAH",157.83,NA,"NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-80","C1-Chrysenes","BDO-80","C1-Chrysenes","PAH",36.03,NA,"NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-77","C1-Fluoranthenes/Pyrenes","BDO-77","C1-Fluoranthenes/Pyrenes","PAH",70.01,NA,"NG/G_DRY",0.7,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-66","C1-Fluorenes","BDO-66","C1-Fluorenes","PAH",1.69,NA,"NG/G_DRY",0.24,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-62","C1-Naphthalenes","BDO-62","C1-Naphthalenes","PAH",1.79,NA,"NG/G_DRY",0.25,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-69","C1-Phenanthrenes/Anthracenes","BDO-69","C1-Phenanthrenes/Anthracenes","PAH",18.43,NA,"NG/G_DRY",0.32,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-81","C2-Chrysenes","BDO-81","C2-Chrysenes","PAH",20.2,NA,"NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-78","C2-Fluoranthenes/Pyrenes","BDO-78","C2-Fluoranthenes/Pyrenes","PAH",53.73,NA,"NG/G_DRY",0.7,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-67","C2-Fluorenes","BDO-67","C2-Fluorenes","PAH",3.15,NA,"NG/G_DRY",0.24,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-63","C2-Naphthalenes","BDO-63","C2-Naphthalenes","PAH",2.57,NA,"NG/G_DRY",0.25,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-70","C2-Phenanthrenes/Anthracenes","BDO-70","C2-Phenanthrenes/Anthracenes","PAH",13.89,NA,"NG/G_DRY",0.32,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-82","C3-Chrysenes","BDO-82","C3-Chrysenes","PAH",22.09,NA,"NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-79","C3-Fluoranthenes/Pyrenes","BDO-79","C3-Fluoranthenes/Pyrenes","PAH",24.2,NA,"NG/G_DRY",0.7,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-68","C3-Fluorenes","BDO-68","C3-Fluorenes","PAH",0,"U","NG/G_DRY",0.24,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-64","C3-Naphthalenes","BDO-64","C3-Naphthalenes","PAH",2.15,NA,"NG/G_DRY",0.25,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-71","C3-Phenanthrenes/Anthracenes","BDO-71","C3-Phenanthrenes/Anthracenes","PAH",8.8,NA,"NG/G_DRY",0.32,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-83","C4-Chrysenes","BDO-83","C4-Chrysenes","PAH",0,"U","NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-65","C4-Naphthalenes","BDO-65","C4-Naphthalenes","PAH",2.27,NA,"NG/G_DRY",0.25,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-72","C4-Phenanthrenes/Anthracenes","BDO-72","C4-Phenanthrenes/Anthracenes","PAH",6.34,NA,"NG/G_DRY",0.32,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"218-01-9","Chrysene","218-01-9","Chrysene","PAH",167.42,NA,"NG/G_DRY",0.75,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"53-70-3","Dibenz(a,h)anthracene","53-70-3","Dibenz(a,h)anthracene","PAH",23.65,NA,"NG/G_DRY",0.56,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"206-44-0","Fluoranthene","206-44-0","Fluoranthene","PAH",291.47,NA,"NG/G_DRY",0.5,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"86-73-7","Fluorene","86-73-7","Fluorene","PAH",4.7,NA,"NG/G_DRY",0.24,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"193-39-5","Indeno(1,2,3-cd)pyrene","193-39-5","Indeno(1,2,3-cd)pyrene","PAH",149.32,NA,"NG/G_DRY",0.6,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"91-20-3","Naphthalene","91-20-3","Naphthalene","PAH",2.1,NA,"NG/G_DRY",0.25,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"198-55-0","Perylene","198-55-0","Perylene","PAH",34.28,NA,"NG/G_DRY",0.35,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"85-01-8","Phenanthrene","85-01-8","Phenanthrene","PAH",73.18,NA,"NG/G_DRY",0.32,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"129-00-0","Pyrene","129-00-0","Pyrene","PAH",215.64,NA,"NG/G_DRY",0.7,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-1467_SUM","Total PAH","BDO-1467_SUM","Total PAH_SUM","PAH_TOT",2080.42,NA,"NG/G_DRY",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"BDO-1644_SUM","Priority Pollutant PAH","BDO-1644_SUM","Priority Pollutant PAH_SUM","PAH_TOT",1621.83,NA,"NG/G_DRY",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"15067-26-2","Acenaphthene-d10","15067-26-2","Acenaphthene-d10","PAH_SURR",53,NA,"PCT_REC",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"63466-71-7","Benzo(a)pyrene-d12","63466-71-7","Benzo(a)pyrene-d12","PAH_SURR",56,NA,"PCT_REC",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"1146-65-2","Naphthalene-d8","1146-65-2","Naphthalene-d8","PAH_SURR",43,NA,"PCT_REC",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"1517-22-2","Phenanthrene-d10","1517-22-2","Phenanthrene-d10","PAH_SURR",59,NA,"PCT_REC",NA,"MDL"
"ACA",2017-06-08,"WI","Fox","Michigan","408507150","ASHWAUBENON CREEK ABOVE PARKVIEW RD AT DE PERE, WI",44.466375,-88.064232,"PCT_MOIST","PCT_MOIST","PCT_MOIST","Percent Moisture","MOIST",30.4,NA,"PCT",NA,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"TOTAL_SOLIDS","TOTAL_SOLIDS","TOTAL_SOLIDS","Total Solids","SOLIDS",77.9,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"TOC","TOC","TOC","Total Organic Carbon","TOC",0.437,"*","PCT",0.05,"RDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"GRAVEL_MED_4.75MM","GRAVEL_MED_4.75MM","GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)","GS_P",23.05,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"GRAVEL_FINE_2MM","GRAVEL_FINE_2MM","GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)","GS_P",15.23,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"SAND_VCOARSE_0.85MM","SAND_VCOARSE_0.85MM","SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)","GS_P",26.51,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"SAND_COARSE_0.425MM","SAND_COARSE_0.425MM","SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)","GS_P",25.6,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"SAND_MED_0.25MM","SAND_MED_0.25MM","SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)","GS_P",8.08,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"SAND_FINE_0.106MM","SAND_FINE_0.106MM","SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)","GS_P",1.9,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"SAND_VFINE_0.075MM","SAND_VFINE_0.075MM","SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)","GS_P",0.2,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"75.0_UM","75.0_UM","75.0_UM","75.0 um","GS_P",0.21,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"31.3_UM","31.3_UM","31.3_UM","31.3 um","GS_P",0.32,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"15.6_UM","15.6_UM","15.6_UM","15.6 um","GS_P",0.16,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"7.8_UM","7.8_UM","7.8_UM","7.8 um","GS_P",0.11,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"3.9_UM","3.9_UM","3.9_UM","3.9 um","GS_P",0.09,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"1.95_UM","1.95_UM","1.95_UM","1.95 um","GS_P",0.07,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"0.98_UM","0.98_UM","0.98_UM","0.98 um","GS_P",0.17,NA,"PCT",NA,NA
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"92-52-4","Biphenyl","Biphenyl","Biphenyl","CON",3.19,NA,"NG/G_DRY",0.29,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"83-32-9","Acenaphthene","83-32-9","Acenaphthene","PAH",69.73,NA,"NG/G_DRY",0.19,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"208-96-8","Acenaphthylene","208-96-8","Acenaphthylene","PAH",7.13,NA,"NG/G_DRY",0.39,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"120-12-7","Anthracene","120-12-7","Anthracene","PAH",173.75,NA,"NG/G_DRY",0.27,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"56-55-3","Benzo(a)anthracene","56-55-3","Benzo(a)anthracene","PAH",712.88,NA,"NG/G_DRY",0.38,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"50-32-8","Benzo(a)pyrene","50-32-8","Benzo(a)pyrene","PAH",610.12,NA,"NG/G_DRY",1.04,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"205-99-2","Benzo(b)fluoranthene","205-99-2","Benzo(b)fluoranthene","PAH",679.2,NA,"NG/G_DRY",0.49,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"192-97-2","Benzo(e)pyrene","192-97-2","Benzo(e)pyrene","PAH",480.87,NA,"NG/G_DRY",0.51,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"191-24-2","Benzo(g,h,i)perylene","191-24-2","Benzo(g,h,i)perylene","PAH",443.37,NA,"NG/G_DRY",0.64,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"207-08-9","Benzo(k)fluoranthene","207-08-9","Benzo(k)fluoranthene","PAH",714.12,NA,"NG/G_DRY",0.66,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-80","C1-Chrysenes","BDO-80","C1-Chrysenes","PAH",240.79,NA,"NG/G_DRY",0.66,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-77","C1-Fluoranthenes/Pyrenes","BDO-77","C1-Fluoranthenes/Pyrenes","PAH",572.66,NA,"NG/G_DRY",0.62,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-66","C1-Fluorenes","BDO-66","C1-Fluorenes","PAH",31.22,NA,"NG/G_DRY",0.21,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-62","C1-Naphthalenes","BDO-62","C1-Naphthalenes","PAH",8.73,NA,"NG/G_DRY",0.22,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-69","C1-Phenanthrenes/Anthracenes","BDO-69","C1-Phenanthrenes/Anthracenes","PAH",325.15,NA,"NG/G_DRY",0.28,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-81","C2-Chrysenes","BDO-81","C2-Chrysenes","PAH",87.05,NA,"NG/G_DRY",0.66,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-78","C2-Fluoranthenes/Pyrenes","BDO-78","C2-Fluoranthenes/Pyrenes","PAH",310.43,NA,"NG/G_DRY",0.62,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-67","C2-Fluorenes","BDO-67","C2-Fluorenes","PAH",27.83,NA,"NG/G_DRY",0.21,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-63","C2-Naphthalenes","BDO-63","C2-Naphthalenes","PAH",16.21,NA,"NG/G_DRY",0.22,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-70","C2-Phenanthrenes/Anthracenes","BDO-70","C2-Phenanthrenes/Anthracenes","PAH",141.21,NA,"NG/G_DRY",0.28,"MDL"
"ACR",2017-06-06,"NY","Irondequiot","Ontario","4232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,"BDO-82","C3-Chrysenes","BDO-82","C3-Chrysenes","PAH",61.84,NA,"NG/G_DRY",0.66,"MDL"
